17000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
18000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
19000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
20000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
21000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
22000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
23000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
24000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
25000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
26000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
27000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
28000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
29000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
30000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
31000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
32000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
33000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
34000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
35000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
36000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
37000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
38000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
39000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
40000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
41000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
42000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
43000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
44000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
45000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
46000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
47000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Train;Worker;Up;15;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
48000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Train;Worker;Up;15;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
49000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Train;Worker;Up;15;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
50000,S;For_S;S;If_B_then_S_else_S;B;CanAttack;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;C;Train;Worker;Up;15;S;S_S;S;C;Harvest;3;S;C;Harvest;6;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;For_S;S;C;Idle;S;C;Train;Worker;Left;100
