36000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
37000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
38000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
39000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
40000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
41000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
42000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
43000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
44000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
45000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
46000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
47000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
48000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
49000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
50000,S;For_S;S;S_S;S;S_S;S;C;Harvest;3;S;C;Idle;S;S_S;S;For_S;S;C;Build;Base;Down;6;S;S_S;S;C;Train;Worker;Right;100;S;S_S;S;C;Harvest;5;S;C;Attack;LessHealthy
