21000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
22000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
23000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
24000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
25000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
26000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
27000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
28000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
29000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
30000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
31000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
32000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
33000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
34000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
35000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
36000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
37000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
38000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
39000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
40000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
41000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
42000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
43000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
44000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
45000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
46000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
47000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
48000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
49000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
50000,S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;S_S;S;C;Train;Worker;EnemyDir;50;S;C;Attack;Closest
